onset	duration	trial_type	image_category	imnet_filename	reaction_time
7.25	0.25	fixation_change	n/a	n/a	n/a
7.5267	0.0	response	n/a	n/a	0.2767
12.0093	0.5	image	jeep	n03594945_2909	n/a
12.625	0.25	fixation_change	n/a	n/a	n/a
12.8844	0.0	response	n/a	n/a	0.2594
20.5	0.25	fixation_change	n/a	n/a	n/a
20.8138	0.0	response	n/a	n/a	0.3138
23.8753	0.5	image	male	n09624168_1054	n/a
28.75	0.25	fixation_change	n/a	n/a	n/a
28.9784	0.0	response	n/a	n/a	0.2284
35.8913	0.5	image	toy_poodle	n02113624_1077	n/a
36.125	0.25	fixation_change	n/a	n/a	n/a
36.432	0.0	response	n/a	n/a	0.307
44.125	0.25	fixation_change	n/a	n/a	n/a
44.4275	0.0	response	n/a	n/a	0.3025
45.875	0.25	fixation_change	n/a	n/a	n/a
46.1744	0.0	response	n/a	n/a	0.2994
47.8906	0.5	image	jeep	n03594945_1745	n/a
48.75	0.25	fixation_change	n/a	n/a	n/a
49.0973	0.0	response	n/a	n/a	0.3473
54.875	0.25	fixation_change	n/a	n/a	n/a
55.1859	0.0	response	n/a	n/a	0.3109
59.625	0.25	fixation_change	n/a	n/a	n/a
59.8877	0.0	response	n/a	n/a	0.2627
60.3899	0.5	image	jeep	n03594945_305	n/a
66.25	0.25	fixation_change	n/a	n/a	n/a
66.5473	0.0	response	n/a	n/a	0.2973
68.5	0.25	fixation_change	n/a	n/a	n/a
68.8691	0.0	response	n/a	n/a	0.3691
71.125	0.25	fixation_change	n/a	n/a	n/a
71.467	0.0	response	n/a	n/a	0.342
72.1394	0.5	image	male	n09624168_1796	n/a
75.125	0.25	fixation_change	n/a	n/a	n/a
75.3799	0.0	response	n/a	n/a	0.2549
78.75	0.25	fixation_change	n/a	n/a	n/a
79.0826	0.0	response	n/a	n/a	0.3326
82.5	0.25	fixation_change	n/a	n/a	n/a
82.7804	0.0	response	n/a	n/a	0.2804
84.7554	0.5	image	male	n09624168_1048	n/a
88.5	0.25	fixation_change	n/a	n/a	n/a
88.788	0.0	response	n/a	n/a	0.288
93.5	0.25	fixation_change	n/a	n/a	n/a
93.8497	0.0	response	n/a	n/a	0.3497
96.5	0.25	fixation_change	n/a	n/a	n/a
96.638	0.5	image	sportscar	n04285008_1140	n/a
96.7806	0.0	response	n/a	n/a	0.2806
105.5	0.25	fixation_change	n/a	n/a	n/a
105.7452	0.0	response	n/a	n/a	0.2452
110.1372	0.5	image	airliner	n02690373_1083	n/a
110.75	0.25	fixation_change	n/a	n/a	n/a
111.0708	0.0	response	n/a	n/a	0.3208
114.25	0.25	fixation_change	n/a	n/a	n/a
114.5496	0.0	response	n/a	n/a	0.2996
118.5	0.25	fixation_change	n/a	n/a	n/a
118.7514	0.0	response	n/a	n/a	0.2514
121.5033	0.5	image	jeep	n03594945_4958	n/a
125.75	0.25	fixation_change	n/a	n/a	n/a
126.0061	0.0	response	n/a	n/a	0.2561
127.0	0.25	fixation_change	n/a	n/a	n/a
127.3222	0.0	response	n/a	n/a	0.3222
128.875	0.25	fixation_change	n/a	n/a	n/a
129.2398	0.0	response	n/a	n/a	0.3648
131.2527	0.5	image	airliner	n02690373_1242	n/a
132.25	0.25	fixation_change	n/a	n/a	n/a
132.4906	0.0	response	n/a	n/a	0.2406
140.5	0.25	fixation_change	n/a	n/a	n/a
140.7883	0.0	response	n/a	n/a	0.2883
142.0021	0.5	image	SiberianHusky	n02110185_1077	n/a
145.5	0.25	fixation_change	n/a	n/a	n/a
145.7789	0.0	response	n/a	n/a	0.2789
152.7515	0.5	image	sportscar	n04285008_1867	n/a
153.75	0.25	fixation_change	n/a	n/a	n/a
154.1094	0.0	response	n/a	n/a	0.3594
157.0	0.25	fixation_change	n/a	n/a	n/a
157.3744	0.0	response	n/a	n/a	0.3744
162.251	0.5	image	female	n09619168_3345	n/a
164.625	0.25	fixation_change	n/a	n/a	n/a
164.9648	0.0	response	n/a	n/a	0.3398
170.625	0.25	fixation_change	n/a	n/a	n/a
170.9765	0.0	response	n/a	n/a	0.3515
172.7504	0.5	image	female	n09619168_2842	n/a
176.25	0.25	fixation_change	n/a	n/a	n/a
176.5402	0.0	response	n/a	n/a	0.2902
182.25	0.25	fixation_change	n/a	n/a	n/a
182.5488	0.0	response	n/a	n/a	0.2988
184.7664	0.5	image	female	n09619168_2274	n/a
