onset	duration	trial_type	image_category	imnet_filename	reaction_time
6.25	0.25	fixation_change	n/a	n/a	n/a
6.5499	0.0	response	n/a	n/a	0.2999
9.25	0.25	fixation_change	n/a	n/a	n/a
9.541	0.0	response	n/a	n/a	0.291
12.0052	0.5	image	toy_poodle	n02113624_1086	n/a
12.375	0.25	fixation_change	n/a	n/a	n/a
12.6517	0.0	response	n/a	n/a	0.2767
14.25	0.25	fixation_change	n/a	n/a	n/a
14.5677	0.0	response	n/a	n/a	0.3177
20.625	0.25	fixation_change	n/a	n/a	n/a
20.9077	0.0	response	n/a	n/a	0.2827
24.5049	0.5	image	sportscar	n04285008_2460	n/a
29.125	0.25	fixation_change	n/a	n/a	n/a
29.4935	0.0	response	n/a	n/a	0.3685
34.625	0.25	fixation_change	n/a	n/a	n/a
34.9532	0.0	response	n/a	n/a	0.3282
37.3881	0.5	image	fighter	n03335030_1860	n/a
43.0	0.25	fixation_change	n/a	n/a	n/a
43.3622	0.0	response	n/a	n/a	0.3622
47.3879	0.5	image	jeep	n03594945_4691	n/a
49.0	0.25	fixation_change	n/a	n/a	n/a
57.5044	0.5	image	male	n09624168_1708	n/a
57.875	0.25	fixation_change	n/a	n/a	n/a
63.875	0.25	fixation_change	n/a	n/a	n/a
64.1639	0.0	response	n/a	n/a	0.2889
66.3875	0.5	image	female	n09619168_1220	n/a
71.375	0.25	fixation_change	n/a	n/a	n/a
71.7368	0.0	response	n/a	n/a	0.3618
78.254	0.5	image	jeep	n03594945_4958	n/a
79.375	0.25	fixation_change	n/a	n/a	n/a
88.0	0.25	fixation_change	n/a	n/a	n/a
88.3325	0.0	response	n/a	n/a	0.3325
90.8871	0.5	image	sportscar	n04285008_1619	n/a
91.5	0.25	fixation_change	n/a	n/a	n/a
91.8274	0.0	response	n/a	n/a	0.3274
97.375	0.25	fixation_change	n/a	n/a	n/a
97.7413	0.0	response	n/a	n/a	0.3663
100.5	0.25	fixation_change	n/a	n/a	n/a
101.0094	0.0	response	n/a	n/a	0.5094
102.125	0.25	fixation_change	n/a	n/a	n/a
102.4563	0.0	response	n/a	n/a	0.3313
104.25	0.25	fixation_change	n/a	n/a	n/a
104.2536	0.5	image	female	n09619168_2358	n/a
104.7462	0.0	response	n/a	n/a	0.4962
107.875	0.25	fixation_change	n/a	n/a	n/a
108.2512	0.0	response	n/a	n/a	0.3762
113.25	0.25	fixation_change	n/a	n/a	n/a
113.5851	0.0	response	n/a	n/a	0.3351
113.6368	0.5	image	SiberianHusky	n02110185_1916	n/a
115.75	0.25	fixation_change	n/a	n/a	n/a
116.143	0.0	response	n/a	n/a	0.393
121.125	0.25	fixation_change	n/a	n/a	n/a
121.4609	0.0	response	n/a	n/a	0.3359
124.6366	0.5	image	airliner	n02690373_1051	n/a
127.5	0.25	fixation_change	n/a	n/a	n/a
127.7908	0.0	response	n/a	n/a	0.2908
132.875	0.25	fixation_change	n/a	n/a	n/a
133.2508	0.0	response	n/a	n/a	0.3758
137.503	0.5	image	SiberianHusky	n02110185_1722	n/a
140.875	0.25	fixation_change	n/a	n/a	n/a
141.2745	0.0	response	n/a	n/a	0.3995
142.5	0.25	fixation_change	n/a	n/a	n/a
142.8305	0.0	response	n/a	n/a	0.3305
143.75	0.25	fixation_change	n/a	n/a	n/a
144.0676	0.0	response	n/a	n/a	0.3176
149.0028	0.5	image	airliner	n02690373_152	n/a
150.0	0.25	fixation_change	n/a	n/a	n/a
150.2994	0.0	response	n/a	n/a	0.2994
152.375	0.25	fixation_change	n/a	n/a	n/a
152.6844	0.0	response	n/a	n/a	0.3094
157.25	0.25	fixation_change	n/a	n/a	n/a
157.6603	0.0	response	n/a	n/a	0.4103
160.0026	0.5	image	toy_poodle	n02113624_1077	n/a
163.0	0.25	fixation_change	n/a	n/a	n/a
163.3002	0.0	response	n/a	n/a	0.3002
166.5	0.25	fixation_change	n/a	n/a	n/a
166.8111	0.0	response	n/a	n/a	0.3111
170.375	0.25	fixation_change	n/a	n/a	n/a
170.7811	0.0	response	n/a	n/a	0.4061
171.3858	0.5	image	toy_poodle	n02113624_162	n/a
179.125	0.25	fixation_change	n/a	n/a	n/a
179.5169	0.0	response	n/a	n/a	0.3919
181.0	0.25	fixation_change	n/a	n/a	n/a
181.3119	0.0	response	n/a	n/a	0.3119
182.2522	0.5	image	SiberianHusky	n02110185_2701	n/a
189.25	0.25	fixation_change	n/a	n/a	n/a
189.6918	0.0	response	n/a	n/a	0.4418
194.1354	0.5	image	airliner	n02690373_1131	n/a
197.0	0.25	fixation_change	n/a	n/a	n/a
197.3566	0.0	response	n/a	n/a	0.3566
198.875	0.25	fixation_change	n/a	n/a	n/a
199.2549	0.0	response	n/a	n/a	0.3799
201.125	0.25	fixation_change	n/a	n/a	n/a
201.4625	0.0	response	n/a	n/a	0.3375
205.7519	0.5	image	female	n09619168_3345	n/a
208.125	0.25	fixation_change	n/a	n/a	n/a
208.4614	0.0	response	n/a	n/a	0.3364
210.625	0.25	fixation_change	n/a	n/a	n/a
211.2004	0.0	response	n/a	n/a	0.5754
215.635	0.5	image	jeep	n03594945_5007	n/a
216.375	0.25	fixation_change	n/a	n/a	n/a
216.7545	0.0	response	n/a	n/a	0.3795
221.0	0.25	fixation_change	n/a	n/a	n/a
221.3922	0.0	response	n/a	n/a	0.3922
228.0014	0.5	image	airliner	n02690373_1098	n/a
228.25	0.25	fixation_change	n/a	n/a	n/a
228.583	0.0	response	n/a	n/a	0.333
235.375	0.25	fixation_change	n/a	n/a	n/a
235.7551	0.0	response	n/a	n/a	0.3801
240.2513	0.5	image	male	n09624168_1143	n/a
240.875	0.25	fixation_change	n/a	n/a	n/a
241.237	0.0	response	n/a	n/a	0.362
248.875	0.25	fixation_change	n/a	n/a	n/a
249.1897	0.0	response	n/a	n/a	0.3147
251.625	0.25	fixation_change	n/a	n/a	n/a
