onset	duration	trial_type	image_category	imnet_filename	reaction_time
0.0	0.5	scramble	jeep	n03594945_5573	n/a
1.0114	0.5	scramble	airliner	n02690373_181	n/a
2.0114	0.5	scramble	toy_poodle	n02113624_462	n/a
3.0113	0.5	scramble	jeep	n03594945_571	n/a
4.0	0.25	fixation_change	n/a	n/a	n/a
4.0113	0.5	scramble	male	n09624168_304	n/a
4.3998	0.0	response	n/a	n/a	0.3998
5.0113	0.5	scramble	SiberianHusky	n02110185_342	n/a
6.0113	0.5	scramble	male	n09624168_3098	n/a
6.751	0.0	response	n/a	n/a	2.751
7.0113	0.5	scramble	SiberianHusky	n02110185_3969	n/a
8.0	0.25	fixation_change	n/a	n/a	n/a
8.0113	0.5	scramble	fighter	n03335030_3970	n/a
8.3368	0.0	response	n/a	n/a	0.3368
9.0113	0.5	scramble	sportscar	n04285008_2977	n/a
10.0113	0.5	image	airliner	n02690373_303	n/a
11.0112	0.5	image	airliner	n02690373_296	n/a
11.5	0.25	fixation_change	n/a	n/a	n/a
11.7548	0.0	response	n/a	n/a	0.2548
12.0111	0.5	image	male	n09624168_3028	n/a
13.0111	0.5	image	SiberianHusky	n02110185_4608	n/a
14.0111	0.5	image	fighter	n03335030_3891	n/a
14.75	0.25	fixation_change	n/a	n/a	n/a
15.0111	0.5	image	jeep	n03594945_6762	n/a
15.0302	0.0	response	n/a	n/a	0.2802
16.0111	0.5	image	toy_poodle	n02113624_572	n/a
17.0111	0.5	image	jeep	n03594945_6781	n/a
17.875	0.25	fixation_change	n/a	n/a	n/a
18.0111	0.5	image	airliner	n02690373_194	n/a
18.1866	0.0	response	n/a	n/a	0.3116
19.0111	0.5	image	airliner	n02690373_357	n/a
20.011	0.5	image	male	n09624168_2932	n/a
21.011	0.5	image	sportscar	n04285008_2851	n/a
22.011	0.5	image	fighter	n03335030_3914	n/a
22.625	0.25	fixation_change	n/a	n/a	n/a
22.9036	0.0	response	n/a	n/a	0.2786
23.011	0.5	image	fighter	n03335030_3820	n/a
24.0109	0.5	image	fighter	n03335030_3393	n/a
25.011	0.5	image	SiberianHusky	n02110185_3969	n/a
26.0109	0.5	image	toy_poodle	n02113624_530	n/a
27.0109	0.5	image	jeep	n03594945_559	n/a
28.0109	0.5	image	sportscar	n04285008_2653	n/a
29.011	0.5	image	fighter	n03335030_3258	n/a
30.0109	0.5	scramble	sportscar	n04285008_2851	n/a
31.0109	0.5	scramble	toy_poodle	n02113624_575	n/a
31.5	0.25	fixation_change	n/a	n/a	n/a
31.8074	0.0	response	n/a	n/a	0.3074
32.0108	0.5	scramble	fighter	n03335030_3820	n/a
33.0108	0.5	scramble	jeep	n03594945_6383	n/a
34.0108	0.5	scramble	airliner	n02690373_427	n/a
35.0108	0.5	scramble	airliner	n02690373_170	n/a
35.625	0.25	fixation_change	n/a	n/a	n/a
35.9053	0.0	response	n/a	n/a	0.2803
36.0107	0.5	scramble	female	n09619168_5017	n/a
37.0107	0.5	scramble	male	n09624168_2978	n/a
38.0107	0.5	scramble	jeep	n03594945_5487	n/a
39.0107	0.5	scramble	female	n09619168_4662	n/a
40.0107	0.5	scramble	male	n09624168_2972	n/a
41.0107	0.5	scramble	toy_poodle	n02113624_574	n/a
42.0107	0.5	scramble	sportscar	n04285008_2960	n/a
43.0106	0.5	scramble	sportscar	n04285008_2595	n/a
44.0107	0.5	scramble	sportscar	n04285008_2907	n/a
44.125	0.25	fixation_change	n/a	n/a	n/a
44.7332	0.0	response	n/a	n/a	0.6082
45.0106	0.5	scramble	jeep	n03594945_5346	n/a
46.0107	0.5	scramble	jeep	n03594945_5588	n/a
46.5	0.25	fixation_change	n/a	n/a	n/a
46.9232	0.0	response	n/a	n/a	0.4232
47.0106	0.5	scramble	airliner	n02690373_16	n/a
48.0105	0.5	scramble	fighter	n03335030_3431	n/a
49.0105	0.5	scramble	male	n09624168_3033	n/a
50.0105	0.5	image	jeep	n03594945_5588	n/a
51.0105	0.5	image	SiberianHusky	n02110185_4577	n/a
52.0105	0.5	image	toy_poodle	n02113624_513	n/a
53.0105	0.5	image	airliner	n02690373_427	n/a
54.0104	0.5	image	sportscar	n04285008_2789	n/a
54.875	0.25	fixation_change	n/a	n/a	n/a
55.0104	0.5	image	jeep	n03594945_5573	n/a
55.186	0.0	response	n/a	n/a	0.311
56.0104	0.5	image	jeep	n03594945_6114	n/a
57.0104	0.5	image	female	n09619168_436	n/a
58.0104	0.5	image	airliner	n02690373_274	n/a
59.0104	0.5	image	SiberianHusky	n02110185_4907	n/a
60.0103	0.5	image	toy_poodle	n02113624_559	n/a
61.0103	0.5	image	sportscar	n04285008_2792	n/a
61.875	0.25	fixation_change	n/a	n/a	n/a
62.0103	0.5	image	airliner	n02690373_250	n/a
62.1321	0.0	response	n/a	n/a	0.2571
63.0103	0.5	image	sportscar	n04285008_2730	n/a
64.0104	0.5	image	sportscar	n04285008_2906	n/a
65.0102	0.5	image	sportscar	n04285008_27	n/a
66.0102	0.5	image	sportscar	n04285008_2817	n/a
67.0102	0.5	image	toy_poodle	n02113624_437	n/a
68.0102	0.5	image	toy_poodle	n02113624_456	n/a
69.0102	0.5	image	female	n09619168_4689	n/a
69.75	0.25	fixation_change	n/a	n/a	n/a
70.0102	0.5	scramble	female	n09619168_4332	n/a
71.0102	0.5	scramble	jeep	n03594945_6543	n/a
72.0101	0.5	scramble	fighter	n03335030_3914	n/a
73.0101	0.5	scramble	SiberianHusky	n02110185_4608	n/a
74.0101	0.5	scramble	toy_poodle	n02113624_365	n/a
75.0101	0.5	scramble	female	n09619168_4541	n/a
75.5	0.25	fixation_change	n/a	n/a	n/a
76.0101	0.5	scramble	fighter	n03335030_3334	n/a
77.0101	0.5	scramble	sportscar	n04285008_2972	n/a
77.375	0.25	fixation_change	n/a	n/a	n/a
78.01	0.5	scramble	sportscar	n04285008_2653	n/a
79.01	0.5	scramble	male	n09624168_3066	n/a
80.0101	0.5	scramble	SiberianHusky	n02110185_4577	n/a
81.01	0.5	scramble	male	n09624168_3270	n/a
82.0	0.25	fixation_change	n/a	n/a	n/a
82.0099	0.5	scramble	jeep	n03594945_6574	n/a
83.0099	0.5	scramble	airliner	n02690373_296	n/a
84.0099	0.5	scramble	airliner	n02690373_271	n/a
85.0099	0.5	scramble	fighter	n03335030_3494	n/a
86.0099	0.5	scramble	toy_poodle	n02113624_554	n/a
87.0099	0.5	scramble	female	n09619168_4852	n/a
88.0098	0.5	scramble	sportscar	n04285008_2793	n/a
88.25	0.25	fixation_change	n/a	n/a	n/a
89.0098	0.5	scramble	female	n09619168_436	n/a
89.75	0.25	fixation_change	n/a	n/a	n/a
90.0098	0.5	image	toy_poodle	n02113624_561	n/a
90.2034	0.0	response	n/a	n/a	0.4534
90.875	0.25	fixation_change	n/a	n/a	n/a
91.0098	0.5	image	female	n09619168_4595	n/a
91.279	0.0	response	n/a	n/a	0.404
92.0098	0.5	image	airliner	n02690373_166	n/a
93.0098	0.5	image	sportscar	n04285008_2907	n/a
94.0097	0.5	image	sportscar	n04285008_2977	n/a
94.25	0.25	fixation_change	n/a	n/a	n/a
94.5684	0.0	response	n/a	n/a	0.3184
95.0098	0.5	image	female	n09619168_4988	n/a
96.0098	0.5	image	female	n09619168_5109	n/a
97.0097	0.5	image	SiberianHusky	n02110185_4677	n/a
98.0097	0.5	image	sportscar	n04285008_2960	n/a
99.0098	0.5	image	toy_poodle	n02113624_575	n/a
100.0097	0.5	image	male	n09624168_2978	n/a
101.0097	0.5	image	fighter	n03335030_3494	n/a
102.0096	0.5	image	fighter	n03335030_322	n/a
102.75	0.25	fixation_change	n/a	n/a	n/a
103.0096	0.5	image	SiberianHusky	n02110185_3580	n/a
103.0242	0.0	response	n/a	n/a	0.2742
104.0096	0.5	image	jeep	n03594945_6543	n/a
105.0095	0.5	image	toy_poodle	n02113624_365	n/a
106.0095	0.5	image	airliner	n02690373_283	n/a
107.0095	0.5	image	male	n09624168_3233	n/a
107.75	0.25	fixation_change	n/a	n/a	n/a
108.0095	0.5	image	female	n09619168_5017	n/a
108.0691	0.0	response	n/a	n/a	0.3191
109.0095	0.5	image	toy_poodle	n02113624_35	n/a
110.0095	0.5	scramble	female	n09619168_4689	n/a
111.0095	0.5	scramble	female	n09619168_4832	n/a
112.0094	0.5	scramble	female	n09619168_434	n/a
113.0095	0.5	scramble	SiberianHusky	n02110185_3497	n/a
114.0094	0.5	scramble	female	n09619168_46	n/a
115.0094	0.5	scramble	sportscar	n04285008_2829	n/a
115.75	0.25	fixation_change	n/a	n/a	n/a
116.0094	0.5	scramble	sportscar	n04285008_2817	n/a
116.108	0.0	response	n/a	n/a	0.358
117.0093	0.5	scramble	male	n09624168_2936	n/a
118.0094	0.5	scramble	female	n09619168_4644	n/a
119.0093	0.5	scramble	female	n09619168_4984	n/a
119.875	0.25	fixation_change	n/a	n/a	n/a
120.0094	0.5	scramble	toy_poodle	n02113624_374	n/a
120.3099	0.0	response	n/a	n/a	0.4349
121.0093	0.5	scramble	toy_poodle	n02113624_429	n/a
122.0093	0.5	scramble	jeep	n03594945_6114	n/a
123.0093	0.5	scramble	male	n09624168_3202	n/a
124.0092	0.5	scramble	SiberianHusky	n02110185_4030	n/a
125.0092	0.5	scramble	airliner	n02690373_403	n/a
126.0092	0.5	scramble	male	n09624168_3079	n/a
127.0092	0.5	scramble	toy_poodle	n02113624_35	n/a
127.875	0.25	fixation_change	n/a	n/a	n/a
128.0092	0.5	scramble	female	n09619168_4595	n/a
128.1918	0.0	response	n/a	n/a	0.3168
129.0091	0.5	scramble	jeep	n03594945_559	n/a
130.0092	0.5	image	sportscar	n04285008_2790	n/a
131.0091	0.5	image	SiberianHusky	n02110185_4030	n/a
132.0091	0.5	image	male	n09624168_3066	n/a
133.0092	0.5	image	toy_poodle	n02113624_554	n/a
133.125	0.25	fixation_change	n/a	n/a	n/a
134.0093	0.5	image	airliner	n02690373_170	n/a
135.0091	0.5	image	jeep	n03594945_571	n/a
136.009	0.5	image	airliner	n02690373_201	n/a
137.009	0.5	image	fighter	n03335030_3742	n/a
138.009	0.5	image	jeep	n03594945_6534	n/a
139.009	0.5	image	male	n09624168_3270	n/a
140.009	0.5	image	fighter	n03335030_3970	n/a
141.0089	0.5	image	SiberianHusky	n02110185_4441	n/a
141.375	0.25	fixation_change	n/a	n/a	n/a
141.6716	0.0	response	n/a	n/a	0.2966
142.009	0.5	image	SiberianHusky	n02110185_3836	n/a
143.0089	0.5	image	female	n09619168_4644	n/a
143.125	0.25	fixation_change	n/a	n/a	n/a
143.5929	0.0	response	n/a	n/a	0.4679
144.0089	0.5	image	fighter	n03335030_3350	n/a
145.0089	0.5	image	toy_poodle	n02113624_464	n/a
145.875	0.25	fixation_change	n/a	n/a	n/a
146.0089	0.5	image	SiberianHusky	n02110185_4989	n/a
146.2075	0.0	response	n/a	n/a	0.3325
147.0089	0.5	image	fighter	n03335030_3454	n/a
148.0089	0.5	image	airliner	n02690373_243	n/a
149.0089	0.5	image	toy_poodle	n02113624_574	n/a
150.0088	0.5	scramble	airliner	n02690373_190	n/a
151.0089	0.5	scramble	female	n09619168_4436	n/a
152.0088	0.5	scramble	female	n09619168_5082	n/a
152.5	0.25	fixation_change	n/a	n/a	n/a
152.8504	0.0	response	n/a	n/a	0.3504
153.0087	0.5	scramble	female	n09619168_4856	n/a
154.0087	0.5	scramble	sportscar	n04285008_2550	n/a
155.0087	0.5	scramble	airliner	n02690373_303	n/a
156.0087	0.5	scramble	jeep	n03594945_5929	n/a
156.375	0.25	fixation_change	n/a	n/a	n/a
156.6903	0.0	response	n/a	n/a	0.3153
157.0087	0.5	scramble	airliner	n02690373_290	n/a
157.375	0.25	fixation_change	n/a	n/a	n/a
157.7833	0.0	response	n/a	n/a	0.4083
158.0087	0.5	scramble	SiberianHusky	n02110185_3580	n/a
159.0087	0.5	scramble	SiberianHusky	n02110185_4710	n/a
160.0086	0.5	scramble	fighter	n03335030_3823	n/a
161.0087	0.5	scramble	SiberianHusky	n02110185_4990	n/a
161.375	0.25	fixation_change	n/a	n/a	n/a
161.6722	0.0	response	n/a	n/a	0.2972
162.0086	0.5	scramble	jeep	n03594945_6862	n/a
163.0086	0.5	scramble	toy_poodle	n02113624_368	n/a
164.0086	0.5	scramble	male	n09624168_3031	n/a
165.0	0.25	fixation_change	n/a	n/a	n/a
165.0086	0.5	scramble	toy_poodle	n02113624_456	n/a
165.3991	0.0	response	n/a	n/a	0.3991
166.0085	0.5	scramble	male	n09624168_3203	n/a
167.0085	0.5	scramble	toy_poodle	n02113624_561	n/a
168.0085	0.5	scramble	female	n09619168_4988	n/a
169.0085	0.5	scramble	airliner	n02690373_379	n/a
169.125	0.25	fixation_change	n/a	n/a	n/a
169.4161	0.0	response	n/a	n/a	0.2911
170.009	0.5	image	toy_poodle	n02113624_374	n/a
171.0084	0.5	image	airliner	n02690373_278	n/a
171.625	0.25	fixation_change	n/a	n/a	n/a
171.953	0.0	response	n/a	n/a	0.328
172.0084	0.5	image	male	n09624168_3202	n/a
173.0084	0.5	image	sportscar	n04285008_2550	n/a
174.0084	0.5	image	toy_poodle	n02113624_526	n/a
174.25	0.25	fixation_change	n/a	n/a	n/a
174.586	0.0	response	n/a	n/a	0.336
175.0084	0.5	image	SiberianHusky	n02110185_3986	n/a
176.0083	0.5	image	male	n09624168_2880	n/a
177.0083	0.5	image	male	n09624168_3219	n/a
178.0083	0.5	image	airliner	n02690373_190	n/a
179.0083	0.5	image	jeep	n03594945_6551	n/a
180.0	0.25	fixation_change	n/a	n/a	n/a
180.0083	0.5	image	male	n09624168_2971	n/a
180.3777	0.0	response	n/a	n/a	0.3777
181.0083	0.5	image	sportscar	n04285008_2829	n/a
182.0083	0.5	image	jeep	n03594945_5929	n/a
183.0083	0.5	image	female	n09619168_434	n/a
184.0082	0.5	image	fighter	n03335030_3251	n/a
185.0082	0.5	image	fighter	n03335030_3431	n/a
185.75	0.25	fixation_change	n/a	n/a	n/a
186.0082	0.5	image	toy_poodle	n02113624_368	n/a
186.0368	0.0	response	n/a	n/a	0.2868
187.0083	0.5	image	jeep	n03594945_681	n/a
188.0082	0.5	image	sportscar	n04285008_2595	n/a
188.125	0.25	fixation_change	n/a	n/a	n/a
188.4298	0.0	response	n/a	n/a	0.3048
189.0081	0.5	image	female	n09619168_4984	n/a
190.0081	0.5	scramble	airliner	n02690373_194	n/a
191.0081	0.5	scramble	female	n09619168_455	n/a
192.0081	0.5	scramble	fighter	n03335030_3989	n/a
193.008	0.5	scramble	male	n09624168_2932	n/a
194.008	0.5	scramble	toy_poodle	n02113624_559	n/a
195.008	0.5	scramble	toy_poodle	n02113624_530	n/a
196.008	0.5	scramble	SiberianHusky	n02110185_4186	n/a
196.625	0.25	fixation_change	n/a	n/a	n/a
197.0007	0.0	response	n/a	n/a	0.3757
197.008	0.5	scramble	SiberianHusky	n02110185_4107	n/a
198.008	0.5	scramble	male	n09624168_3028	n/a
198.125	0.25	fixation_change	n/a	n/a	n/a
198.6136	0.0	response	n/a	n/a	0.4886
199.008	0.5	scramble	airliner	n02690373_283	n/a
200.0079	0.5	scramble	fighter	n03335030_3935	n/a
200.625	0.25	fixation_change	n/a	n/a	n/a
200.9416	0.0	response	n/a	n/a	0.3166
201.008	0.5	scramble	toy_poodle	n02113624_572	n/a
202.0079	0.5	scramble	sportscar	n04285008_2758	n/a
203.0079	0.5	scramble	jeep	n03594945_6534	n/a
204.008	0.5	scramble	sportscar	n04285008_2727	n/a
205.0079	0.5	scramble	sportscar	n04285008_2792	n/a
205.75	0.25	fixation_change	n/a	n/a	n/a
