onset	duration	trial_type	image_category	imnet_filename	reaction_time
3.625	0.25	fixation_change	n/a	n/a	n/a
4.4228	0.0	response	n/a	n/a	0.7978
5.625	0.25	fixation_change	n/a	n/a	n/a
6.0247	0.0	response	n/a	n/a	0.3997
10.875	0.25	fixation_change	n/a	n/a	n/a
11.4605	0.0	response	n/a	n/a	0.5855
12.0002	0.5	image	jeep	n03594945_161	n/a
13.625	0.25	fixation_change	n/a	n/a	n/a
13.9934	0.0	response	n/a	n/a	0.3684
21.875	0.25	fixation_change	n/a	n/a	n/a
22.2791	0.0	response	n/a	n/a	0.4041
22.7665	0.5	image	jeep	n03594945_5007	n/a
26.25	0.25	fixation_change	n/a	n/a	n/a
26.6855	0.0	response	n/a	n/a	0.4355
31.125	0.25	fixation_change	n/a	n/a	n/a
31.4728	0.0	response	n/a	n/a	0.3478
32.75	0.25	fixation_change	n/a	n/a	n/a
33.2047	0.0	response	n/a	n/a	0.4547
33.8828	0.5	image	airliner	n02690373_1325	n/a
41.5	0.25	fixation_change	n/a	n/a	n/a
41.8704	0.0	response	n/a	n/a	0.3704
43.0157	0.5	image	male	n09624168_1138	n/a
46.25	0.25	fixation_change	n/a	n/a	n/a
46.6233	0.0	response	n/a	n/a	0.3733
48.625	0.25	fixation_change	n/a	n/a	n/a
48.9652	0.0	response	n/a	n/a	0.3402
50.125	0.25	fixation_change	n/a	n/a	n/a
50.5861	0.0	response	n/a	n/a	0.4611
54.132	0.5	image	sportscar	n04285008_1094	n/a
57.625	0.25	fixation_change	n/a	n/a	n/a
58.1289	0.0	response	n/a	n/a	0.5039
58.75	0.25	fixation_change	n/a	n/a	n/a
59.4398	0.0	response	n/a	n/a	0.6898
61.25	0.25	fixation_change	n/a	n/a	n/a
61.7307	0.0	response	n/a	n/a	0.4807
66.7649	0.5	image	toy_poodle	n02113624_302	n/a
68.0	0.25	fixation_change	n/a	n/a	n/a
68.3954	0.0	response	n/a	n/a	0.3954
73.0	0.25	fixation_change	n/a	n/a	n/a
73.3703	0.0	response	n/a	n/a	0.3703
78.0145	0.5	image	SiberianHusky	n02110185_2076	n/a
80.625	0.25	fixation_change	n/a	n/a	n/a
81.818	0.0	response	n/a	n/a	1.193
82.875	0.25	fixation_change	n/a	n/a	n/a
83.6629	0.0	response	n/a	n/a	0.7879
88.2642	0.5	image	jeep	n03594945_3598	n/a
90.625	0.25	fixation_change	n/a	n/a	n/a
90.9826	0.0	response	n/a	n/a	0.3576
94.125	0.25	fixation_change	n/a	n/a	n/a
94.5655	0.0	response	n/a	n/a	0.4405
99.75	0.25	fixation_change	n/a	n/a	n/a
100.1743	0.0	response	n/a	n/a	0.4243
