onset	duration	trial_type	image_category	imnet_filename	reaction_time
0.0	0.5	scramble	toy_poodle	n02113624_365	n/a
1.0018	0.5	scramble	airliner	n02690373_201	n/a
2.0018	0.5	scramble	airliner	n02690373_379	n/a
2.75	0.25	fixation_change	n/a	n/a	n/a
3.0018	0.5	scramble	toy_poodle	n02113624_456	n/a
3.0669	0.0	response	n/a	n/a	0.3169
4.0018	0.5	scramble	sportscar	n04285008_27	n/a
5.0017	0.5	scramble	toy_poodle	n02113624_574	n/a
6.0017	0.5	scramble	jeep	n03594945_6574	n/a
7.0018	0.5	scramble	SiberianHusky	n02110185_3992	n/a
8.0018	0.5	scramble	jeep	n03594945_6551	n/a
9.0017	0.5	scramble	jeep	n03594945_6383	n/a
9.75	0.25	fixation_change	n/a	n/a	n/a
10.0017	0.5	image	airliner	n02690373_283	n/a
10.0909	0.0	response	n/a	n/a	0.3409
11.0017	0.5	image	fighter	n03335030_4014	n/a
12.0017	0.5	image	toy_poodle	n02113624_374	n/a
12.875	0.25	fixation_change	n/a	n/a	n/a
13.0017	0.5	image	SiberianHusky	n02110185_342	n/a
13.2589	0.0	response	n/a	n/a	0.3839
14.0017	0.5	image	female	n09619168_46	n/a
15.0016	0.5	image	female	n09619168_4984	n/a
16.0017	0.5	image	SiberianHusky	n02110185_4226	n/a
17.0016	0.5	image	fighter	n03335030_3914	n/a
17.875	0.25	fixation_change	n/a	n/a	n/a
18.0016	0.5	image	jeep	n03594945_5573	n/a
18.1778	0.0	response	n/a	n/a	0.3028
19.0017	0.5	image	fighter	n03335030_3989	n/a
20.0016	0.5	image	male	n09624168_2932	n/a
20.1908	0.0	response	n/a	n/a	2.3158
21.0016	0.5	image	fighter	n03335030_3820	n/a
22.0016	0.5	image	female	n09619168_4541	n/a
23.0016	0.5	image	SiberianHusky	n02110185_4710	n/a
24.0016	0.5	image	sportscar	n04285008_2817	n/a
24.5	0.25	fixation_change	n/a	n/a	n/a
24.7807	0.0	response	n/a	n/a	0.2807
25.0016	0.5	image	fighter	n03335030_3935	n/a
26.0015	0.5	image	toy_poodle	n02113624_528	n/a
27.0016	0.5	image	airliner	n02690373_357	n/a
28.0016	0.5	image	female	n09619168_5017	n/a
29.0015	0.5	image	male	n09624168_3033	n/a
30.0015	0.5	scramble	sportscar	n04285008_2972	n/a
31.0015	0.5	scramble	male	n09624168_3079	n/a
32.0015	0.5	scramble	toy_poodle	n02113624_559	n/a
32.625	0.25	fixation_change	n/a	n/a	n/a
32.9507	0.0	response	n/a	n/a	0.3257
33.0015	0.5	scramble	airliner	n02690373_296	n/a
34.0015	0.5	scramble	fighter	n03335030_3961	n/a
35.0014	0.5	scramble	fighter	n03335030_3334	n/a
36.0014	0.5	scramble	female	n09619168_46	n/a
37.0015	0.5	scramble	toy_poodle	n02113624_462	n/a
38.0014	0.5	scramble	fighter	n03335030_3914	n/a
39.0014	0.5	scramble	female	n09619168_5082	n/a
40.0024	0.5	scramble	female	n09619168_4332	n/a
41.0015	0.5	scramble	SiberianHusky	n02110185_3986	n/a
41.25	0.25	fixation_change	n/a	n/a	n/a
41.4986	0.0	response	n/a	n/a	0.2486
42.0014	0.5	scramble	toy_poodle	n02113624_464	n/a
43.0014	0.5	scramble	toy_poodle	n02113624_54	n/a
44.0014	0.5	scramble	male	n09624168_3203	n/a
45.0013	0.5	scramble	fighter	n03335030_3989	n/a
46.0014	0.5	scramble	sportscar	n04285008_2727	n/a
46.625	0.25	fixation_change	n/a	n/a	n/a
46.9705	0.0	response	n/a	n/a	0.3455
47.0014	0.5	scramble	airliner	n02690373_250	n/a
48.0013	0.5	scramble	jeep	n03594945_559	n/a
48.75	0.25	fixation_change	n/a	n/a	n/a
49.0013	0.5	scramble	airliner	n02690373_278	n/a
49.1207	0.0	response	n/a	n/a	0.3707
50.0013	0.5	image	jeep	n03594945_6114	n/a
51.0	0.25	fixation_change	n/a	n/a	n/a
51.0013	0.5	image	jeep	n03594945_6574	n/a
51.2835	0.0	response	n/a	n/a	0.2835
52.0013	0.5	image	airliner	n02690373_379	n/a
53.0013	0.5	image	toy_poodle	n02113624_526	n/a
54.0	0.25	fixation_change	n/a	n/a	n/a
54.0013	0.5	image	fighter	n03335030_3251	n/a
54.3005	0.0	response	n/a	n/a	0.3005
55.0013	0.5	image	fighter	n03335030_3742	n/a
56.0013	0.5	image	male	n09624168_3075	n/a
57.0013	0.5	image	male	n09624168_2880	n/a
58.0012	0.5	image	toy_poodle	n02113624_429	n/a
59.0012	0.5	image	jeep	n03594945_6073	n/a
60.0012	0.5	image	male	n09624168_3214	n/a
61.0012	0.5	image	jeep	n03594945_6061	n/a
61.75	0.25	fixation_change	n/a	n/a	n/a
62.0012	0.5	image	sportscar	n04285008_2972	n/a
62.1154	0.0	response	n/a	n/a	0.3654
63.0012	0.5	image	fighter	n03335030_3350	n/a
64.0012	0.5	image	fighter	n03335030_3454	n/a
64.75	0.25	fixation_change	n/a	n/a	n/a
65.0012	0.5	image	jeep	n03594945_6862	n/a
65.0614	0.0	response	n/a	n/a	0.3114
66.0012	0.5	image	SiberianHusky	n02110185_4677	n/a
67.0012	0.5	image	toy_poodle	n02113624_572	n/a
68.0012	0.5	image	fighter	n03335030_322	n/a
69.0011	0.5	image	male	n09624168_3098	n/a
70.0011	0.5	scramble	SiberianHusky	n02110185_4577	n/a
71.0011	0.5	scramble	male	n09624168_3202	n/a
72.0011	0.5	scramble	jeep	n03594945_5588	n/a
72.25	0.25	fixation_change	n/a	n/a	n/a
72.5473	0.0	response	n/a	n/a	0.2973
73.0011	0.5	scramble	SiberianHusky	n02110185_3497	n/a
74.0011	0.5	scramble	sportscar	n04285008_2653	n/a
75.0011	0.5	scramble	sportscar	n04285008_2550	n/a
75.25	0.25	fixation_change	n/a	n/a	n/a
75.5535	0.0	response	n/a	n/a	0.3035
76.0011	0.5	scramble	SiberianHusky	n02110185_4441	n/a
77.0011	0.5	scramble	sportscar	n04285008_2829	n/a
78.0011	0.5	scramble	toy_poodle	n02113624_437	n/a
79.0011	0.5	scramble	toy_poodle	n02113624_35	n/a
80.0011	0.5	scramble	SiberianHusky	n02110185_4186	n/a
81.0011	0.5	scramble	SiberianHusky	n02110185_4677	n/a
82.0011	0.5	scramble	male	n09624168_2932	n/a
83.001	0.5	scramble	SiberianHusky	n02110185_4608	n/a
83.625	0.25	fixation_change	n/a	n/a	n/a
83.8972	0.0	response	n/a	n/a	0.2722
84.001	0.5	scramble	airliner	n02690373_349	n/a
85.001	0.5	scramble	toy_poodle	n02113624_554	n/a
86.0011	0.5	scramble	sportscar	n04285008_2758	n/a
87.001	0.5	scramble	fighter	n03335030_3820	n/a
87.5	0.25	fixation_change	n/a	n/a	n/a
87.8035	0.0	response	n/a	n/a	0.3035
88.0009	0.5	scramble	female	n09619168_4988	n/a
89.001	0.5	scramble	jeep	n03594945_5487	n/a
90.0	0.25	fixation_change	n/a	n/a	n/a
90.0009	0.5	image	fighter	n03335030_3393	n/a
90.3232	0.0	response	n/a	n/a	0.3232
91.001	0.5	image	sportscar	n04285008_3005	n/a
92.0011	0.5	image	female	n09619168_4662	n/a
93.0	0.25	fixation_change	n/a	n/a	n/a
93.0009	0.5	image	sportscar	n04285008_2550	n/a
93.3061	0.0	response	n/a	n/a	0.3061
94.0009	0.5	image	jeep	n03594945_6534	n/a
95.0009	0.5	image	toy_poodle	n02113624_561	n/a
96.0009	0.5	image	airliner	n02690373_166	n/a
96.2091	0.0	response	n/a	n/a	3.2091
97.0009	0.5	image	airliner	n02690373_201	n/a
98.0009	0.5	image	airliner	n02690373_181	n/a
99.0	0.25	fixation_change	n/a	n/a	n/a
99.0009	0.5	image	airliner	n02690373_296	n/a
99.3001	0.0	response	n/a	n/a	0.3001
100.0009	0.5	image	airliner	n02690373_243	n/a
101.0009	0.5	image	female	n09619168_4988	n/a
102.0008	0.5	image	male	n09624168_3219	n/a
103.0008	0.5	image	male	n09624168_2978	n/a
103.75	0.25	fixation_change	n/a	n/a	n/a
104.0008	0.5	image	jeep	n03594945_571	n/a
104.061	0.0	response	n/a	n/a	0.311
105.0008	0.5	image	male	n09624168_3202	n/a
106.0008	0.5	image	toy_poodle	n02113624_554	n/a
107.0009	0.5	image	sportscar	n04285008_2960	n/a
107.625	0.25	fixation_change	n/a	n/a	n/a
107.925	0.0	response	n/a	n/a	0.3
108.0008	0.5	image	sportscar	n04285008_2851	n/a
109.0008	0.5	image	female	n09619168_4644	n/a
110.0008	0.5	scramble	male	n09624168_3075	n/a
111.0008	0.5	scramble	male	n09624168_2972	n/a
112.0008	0.5	scramble	jeep	n03594945_6061	n/a
